size,threads,percent_fill,time
9,1,30,0.00131878
9,1,30,0.00133578
9,1,30,0.00131742
9,1,30,0.00131788
9,1,30,0.00131872
9,1,30,0.00130789
9,1,30,0.00131595
9,1,30,0.00132258
9,1,30,0.00132253
9,1,30,0.00131939
9,1,30,0.0013237
9,1,30,0.00131823
9,1,30,0.00131832
9,1,30,0.0030139
9,1,30,0.00210325
