size,threads,percent_fill,time
16,1,75,0.00541393
16,1,75,0.00545213
16,1,75,0.0054398
16,1,75,0.00545247
16,1,75,0.00545433
16,1,75,0.00543569
16,1,75,0.00542792
16,1,75,0.00543834
16,1,75,0.00541267
16,1,75,0.00542152
16,1,75,0.00542015
16,1,75,0.00543613
16,1,75,0.00544749
16,1,75,0.00542883
16,1,75,0.00542141
