size,threads,percent_fill,time
4,1,40,0.000108443
4,1,40,2.90573e-05
4,1,40,2.9115e-05
4,1,40,2.87164e-05
4,1,40,2.84836e-05
4,1,40,2.91597e-05
4,1,40,2.88691e-05
4,1,40,2.83308e-05
4,1,40,2.88356e-05
4,1,40,2.90554e-05
