size,threads,percent_fill,time
16,1,70,0.00629323
16,1,70,0.00630013
16,1,70,0.00631334
16,1,70,0.00631167
16,1,70,0.0063088
16,1,70,0.00629845
16,1,70,0.00630028
16,1,70,0.00631985
16,1,70,0.00633124
16,1,70,0.00630206
16,1,70,0.0062797
16,1,70,0.00630316
16,1,70,0.00629233
16,1,70,0.00632136
16,1,70,0.00630412
