size,threads,percent_fill,time
16,36,65,1.95515
16,36,65,3.58736
16,36,65,9.04813
16,36,65,1.89716
16,36,65,3.66941
16,36,65,1.00865
16,36,65,2.09244
16,36,65,2.18656
16,36,65,1.1356
16,36,65,6.47607
16,36,65,1.39546
16,36,65,3.81091
16,36,65,2.63568
16,36,65,5.26328
16,36,65,2.53354
