size,threads,percent_fill,time
16,36,54,546
16,36,54,15.3737
16,36,54,5504.79
16,36,54,60.5246
16,36,54,29.3005
16,36,54,210.713
16,36,54,43.6447
16,36,54,874.383
16,36,54,3168.58
16,36,54,22.6436
16,36,54,5315.3
16,36,54,34.1663
16,36,54,491.406
16,36,54,260.099
16,36,54,98.9837
