size,threads,percent_fill,time
16,36,59,1.70161
16,36,59,16.8418
16,36,59,6.82595
16,36,59,221.304
16,36,59,38.8988
16,36,59,307.846
16,36,59,112.84
16,36,59,1.72737
16,36,59,53.086
16,36,59,5.3495
16,36,59,3.98984
16,36,59,8.27333
16,36,59,17.5929
16,36,59,
