size,threads,percent_fill,time
16,36,45,1833.17
16,36,45,0.0211344
16,36,45,0.0212028
16,36,45,0.021198
16,36,45,0.0211399
16,36,45,0.021164
16,36,45,0.0211824
16,36,45,0.0211866
16,36,45,0.0211742
16,36,45,0.0211732
16,36,45,0.0212044
16,36,45,0.0211984
16,36,45,0.0211078
16,36,45,0.0211697
16,36,45,0.0212265
