size,threads,percent_fill,time
9,1,4,0.150954
9,1,4,0.145062
9,1,4,0.1459
9,1,4,0.182849
9,1,4,0.184042
9,1,4,0.140561
9,1,4,0.159372
9,1,4,0.136452
9,1,4,0.134956
9,1,4,0.135004
9,1,4,0.121273
9,1,4,0.146781
9,1,4,0.145715
9,1,4,0.138353
9,1,4,0.125233
