size,threads,percent_fill,time
9,1,55,0.129596
9,1,55,0.0355931
9,1,55,0.0673906
9,1,55,0.0597219
9,1,55,0.0386627
9,1,55,0.0648139
9,1,55,0.0424115
9,1,55,0.0912372
9,1,55,0.0514988
9,1,55,0.0296418
9,1,55,0.0265789
9,1,55,0.0378377
9,1,55,0.0463337
9,1,55,0.0388684
9,1,55,0.101372
