size,threads,percent_fill,time
9,8,40,0.225355
9,8,40,0.355289
9,8,40,0.0476353
9,8,40,0.209888
9,8,40,0.148875
9,8,40,0.212036
9,8,40,3.2243
9,8,40,0.0885984
