size,threads,percent_fill,time
16,36,57,2.00627
16,36,57,10.6077
16,36,57,4.07531
16,36,57,20.3822
16,36,57,71.7878
16,36,57,41.4701
16,36,57,112.148
16,36,57,86.1096
16,36,57,129.441
16,36,57,2.90151
16,36,57,2693.65
16,36,57,124.269
16,36,57,10.8206
16,36,57,10.1069
16,36,57,91.6062
9359.47
16,36,90,26243.9
16,36,90,31169.7
16,36,90,2971.88
