size,threads,percent_fill,time
4,8,50,0.00146508
4,8,50,0.000626983
4,8,50,0.000520267
4,8,50,0.00192201
4,8,50,0.000889899
4,8,50,0.00150079
4,8,50,0.000566177
4,8,50,0.00061867
4,8,50,0.000532787
